date,time,bri,ct,cct_in,cct,lcone_lux,mcone_lux,mlux,plux,rhlux,scone_lux
27/09/2022,14:16:31,115,488,2050,2641.84,30.84740115021917,23.980396722667436,13.802740930915489,30.39383079859209,17.64622757517323,2.439056122168963
27/09/2022,14:16:48,115,476,2100,2671.97,31.788134874046886,24.85929294210799,14.514897199848456,31.341641832023758,18.4520771024013,2.6902245261883686
27/09/2022,14:17:05,115,465,2150,2715.56,33.58236754176013,26.442365883955937,15.480692594296857,33.16188703554888,19.61487061790057,3.214698161755403
27/09/2022,14:17:22,115,455,2200,2633.09,35.801562698882826,27.66402728373421,15.450498800706555,35.23450182701931,19.682889560801513,3.587221728910906
27/09/2022,14:17:39,115,444,2250,2575.67,37.772325072247085,28.787483472134745,15.537062523271606,37.07000277580732,19.85172611627019,3.910293772714448
27/09/2022,14:18:02,115,435,2300,2559.82,40.15120702566671,30.412700457820822,15.78768918230363,39.39749854153688,20.330892853844354,4.215758171015596
27/09/2022,14:18:19,115,426,2350,2616.28,42.17205201565891,32.20778505343442,16.357863451700574,41.505875892379464,21.181546344507662,4.507293101951213
27/09/2022,14:18:36,115,417,2400,2704.43,43.86877732945496,33.86750856679811,17.14880401358538,43.32773568065658,22.002224177554496,6.7552777851716765
27/09/2022,14:18:53,115,408,2450,2770.53,44.771256706739536,34.88188044497884,18.31471727916925,44.26407730071503,23.013327814757364,8.931383787066334
27/09/2022,14:19:10,115,400,2500,2649.21,47.08093998235491,35.83120562197383,18.360598136612197,46.290989283383716,22.932844527980205,10.29334911850907
27/09/2022,14:19:27,115,392,2550,2627.83,48.31060815847151,36.656612266543895,19.285729897452942,47.370969927668604,23.691075621284547,10.9251457944133
27/09/2022,14:19:44,115,385,2600,2556.09,50.60382032897076,37.85258321186075,18.67444621442622,49.56900282209143,23.36684405328197,9.67715944879189
27/09/2022,14:20:01,115,377,2650,2596.28,52.348466211908104,39.3453989932496,19.01083780475097,51.393842891348136,23.855020870587396,10.517573994641179
27/09/2022,14:20:18,115,370,2700,2631.35,54.16212761253062,40.93335732605659,20.071739452195324,53.218299307297826,25.0169689889055,11.799709119149279
27/09/2022,14:20:36,115,364,2750,2672.92,54.71531359813088,41.57977318639512,20.492534607649496,53.84357497840985,25.49530955633553,13.106169866660712
27/09/2022,14:20:53,115,357,2800,2730.3,57.22969912931773,43.89420756968368,21.40515104181429,56.500697289431386,26.8612812692114,13.326101469372235
27/09/2022,14:21:10,115,351,2850,2751.6,58.575470743856634,45.092399208925556,21.788649439200057,57.91700410067994,27.503309717238402,13.079607585526661
27/09/2022,14:21:27,115,345,2900,2794.32,59.27503781376845,45.9093566261883,22.637634694098796,58.648434188643655,28.3194305570364,14.42620232990364
27/09/2022,14:21:44,115,339,2950,2936.56,60.28362892367333,47.63760664312269,24.76218000483489,59.81195991920048,30.32880373028799,17.363634274312652
27/09/2022,14:22:01,115,333,3000,2988.37,61.49004396735386,48.96077790268349,25.641155956956162,61.11418934668596,31.36928216939221,17.82940805689229
27/09/2022,14:22:18,115,328,3050,3058.11,62.344287798419515,50.14008201187188,26.731973749691914,62.068825891495514,32.543221765916485,18.56246747987594
27/09/2022,14:22:35,115,323,3100,3124.28,62.78176072946639,50.99225808083515,28.0666114674367,62.54511852732404,33.81316630174532,19.318671460634526
27/09/2022,14:22:52,115,317,3150,3133.87,64.26929211973584,52.28811715383448,28.756511250848067,64.05887245607114,34.67904938868219,19.495656077768817
27/09/2022,14:23:09,115,312,3200,3203.33,63.676735056358375,52.28351174631008,30.570963675948555,63.363858399437724,36.000931860757895,21.55048561458734
27/09/2022,14:23:26,115,308,3250,3259.34,63.720565170747115,52.60087071428245,31.93390189441823,63.34194027629782,37.01437410026574,23.91491314245418
27/09/2022,14:34:41,115,303,3300,3351.61,63.78863537690232,53.09801474887289,33.87830196347747,63.336005791055086,38.49227218512942,27.334237114761688
27/09/2022,14:34:59,115,299,3350,3356.62,64.21274458881084,53.484081921252404,34.19621445914768,63.75713499935737,38.831247942743154,27.590285071787267
27/09/2022,14:35:16,115,294,3400,3361.43,64.54195692517916,53.78334338737566,34.49226940499553,64.07698334283792,39.122376349224176,27.904264150522337
27/09/2022,14:35:33,115,290,3450,3363.42,65.0943694716931,54.25517764460387,34.865712217091875,64.61758342959726,39.52059570030398,28.247697832182677
27/09/2022,14:35:50,115,286,3500,3362.87,65.60502445680235,54.67606846637887,35.15381157866923,65.11974856998205,39.83793169372401,28.504353958425312
27/09/2022,14:36:09,115,282,3550,3363.11,66.1947451113108,55.167089458757786,35.47898410283956,65.70370907320769,40.20218976790124,28.792523767932767
27/09/2022,14:36:26,115,278,3600,3361.78,66.5660576771566,55.46698177482274,35.699980619658845,66.0642551824182,40.43678952993048,28.991671535473518
27/09/2022,14:36:43,115,274,3650,3364.71,67.15310378367388,55.971614770510826,36.02997759872053,66.65207203343277,40.81118232860446,29.289790069838286
27/09/2022,14:37:00,115,270,3700,3366.91,67.67428824375415,56.41777784288568,36.31302015836902,67.17445207223861,41.137429231778356,29.542796067375637
27/09/2022,14:37:17,115,267,3750,3391.75,68.38730508976721,57.16462120613063,36.83478507976551,67.93146947993716,41.744770152369554,30.024138050132834
27/09/2022,14:37:34,115,263,3800,3437.97,69.17774847400973,58.12091627651017,37.58673004689703,68.80217767681349,42.60119430201683,30.6353860903352
27/09/2022,14:37:51,115,260,3850,3505.76,70.0156454754469,59.248608071100605,38.626544667740035,69.74076747836205,43.72781655374638,31.59083416926922
27/09/2022,14:38:08,115,256,3900,3582.55,70.85076275400782,60.409597447188176,39.94016840073833,70.65316103205896,45.05143574845901,33.020289642450564
27/09/2022,14:38:25,115,253,3950,3718.16,71.272443896661,61.51039232328455,41.787294810039114,71.17627450682957,46.76398773731475,35.4815497597237
27/09/2022,14:38:42,115,250,4000,3751.12,71.28227365858963,61.68905303139311,42.17914026776694,71.20769018144422,47.111480458014846,36.06258580728699
27/09/2022,14:38:59,115,247,4050,3867.72,70.34118829443648,61.45065543678974,42.86667209194493,70.34808575340838,47.60479594161351,37.503078473521775
27/09/2022,14:39:16,115,244,4100,3902.6,70.27056801081866,61.57358405096311,43.140165871409515,70.31365666397512,47.86604225402452,37.844227574096735
27/09/2022,14:39:33,115,241,4150,4087.55,68.73251393830644,61.12020528816521,43.762865450363094,68.9513562153542,48.331469325050065,39.189081841624045
27/09/2022,14:39:50,115,238,4200,4163.2,67.95347485873607,60.74688653561923,44.09731874997136,68.19725422563592,48.5127071758535,39.979161083076264
27/09/2022,14:40:07,115,235,4250,4183.6,67.354839647376,60.30556074942143,43.71477223434922,67.63629336763293,48.13283273898268,39.7281665139623
27/09/2022,14:40:29,115,233,4300,4197.05,67.09912504733225,60.166847481201316,43.52734959587699,67.42139336736678,47.99241495204064,39.41776998318645
27/09/2022,14:40:46,115,230,4350,4210.45,66.29929212290558,59.46705035796032,43.29550080467175,66.58903755149042,47.62070014791721,39.538350222126944
27/09/2022,14:41:03,115,227,4400,4250.3,65.32397145099264,58.778411735459954,42.91356098841409,65.65624811359791,47.200317883810264,39.242339043190476
27/09/2022,14:41:21,115,225,4450,4241.63,64.48061925303222,57.96226174017193,42.36393493456533,64.78546338337107,46.56195856467568,38.85004797150559
27/09/2022,14:41:38,115,222,4500,4232.9,63.887261232371536,57.374196472636385,41.9419674833438,64.1732329739334,46.08531965216597,38.57278307106382
27/09/2022,14:41:55,115,220,4550,4261.9,63.209773100369866,56.916401920638236,41.67360764331521,63.535384100010475,45.80395400668289,38.19184449788227
27/09/2022,14:42:12,115,217,4600,4324.89,62.76092647288366,56.79672199079016,41.75901123056842,63.157574341988884,45.89339625346081,38.28072198632096
27/09/2022,14:42:28,115,215,4650,4308.11,62.35297248142089,56.3531198608304,41.34160345438943,62.73858252726326,45.4673404104297,37.9267815090186
27/09/2022,14:42:45,115,213,4700,4381.18,61.909038572573614,56.27410332123606,41.52802636250551,62.365768335892774,45.63004262645251,38.0621935320935
27/09/2022,14:43:02,115,211,4750,4429.24,61.63143428109119,56.22594263295387,41.63119408342917,62.138810075399626,45.72976458489616,38.18165284382061
27/09/2022,14:43:20,115,208,4800,4431.85,61.45909965381164,56.06096971739524,41.55892565895086,61.95724678894655,45.61760710531877,38.22587311254896
27/09/2022,14:43:37,115,206,4850,4458.75,60.73172109834637,55.51313900532189,41.20298529534948,61.260344925661556,45.24375604958431,37.90927569658525
27/09/2022,14:43:53,115,204,4900,4492.36,60.45285774261819,55.39638601319582,41.1892985623931,61.02109324858334,45.24995688507207,37.961861284886545
27/09/2022,14:44:10,115,202,4950,4477.84,60.167391574550194,55.048871478327285,40.91028103693914,60.71553561932611,44.94282705615015,37.898749851336596
27/09/2022,14:44:27,115,200,5000,4528.05,59.67865724495122,54.810145648608774,40.92023710390515,60.26652206470833,44.93114342541704,37.88308206973561
27/09/2022,14:44:45,115,198,5050,4555.99,58.94944610378931,54.214780569115575,40.58964241845182,59.54667150141748,44.54856607563358,37.86513588946699
27/09/2022,14:45:01,115,196,5100,4575.32,58.667456921324515,54.03145614909683,40.553734835579164,59.27433491560486,44.50009853511263,37.851420196628844
27/09/2022,14:45:18,115,194,5150,4622.61,58.03849528235622,53.61394788960666,40.45973691115567,58.66880580428986,44.36339192308398,37.93181269098336
27/09/2022,14:45:35,115,192,5200,4623.08,57.972141087390426,53.55698521844226,40.36686325183434,58.60756421245755,44.26004778795226,37.79360029899291
27/09/2022,14:45:52,115,190,5250,4720.3,56.59375301299653,52.47299661982781,40.30863235138843,57.19334609967319,43.93396590535745,38.7986153053053
27/09/2022,14:46:15,115,189,5300,4742.93,56.28969069962694,52.32033720712896,40.11350608247758,56.938041167799796,43.789149240584216,38.34624241776548
27/09/2022,14:46:31,115,187,5350,4833.23,55.40777019537136,51.68481570020175,40.31602973672017,56.023811651190044,43.77569504024911,39.28347588011076
27/09/2022,14:46:48,115,185,5400,4851.67,55.38023211549616,51.771060116634715,40.36669505928535,56.03186097402873,43.860911710015884,39.0237019254785
27/09/2022,14:47:06,115,183,5450,5058.46,53.23597588172073,50.13950525869849,40.34761598889297,53.84182470279384,43.404332780641575,40.5938406705939
27/09/2022,14:47:23,115,182,5500,5113.36,53.065300655677284,50.11211287821565,40.600134641755226,53.678855600331104,43.62357299273381,41.03678439364316
27/09/2022,14:47:40,115,180,5550,5108.35,52.98948045990619,50.02295334246946,40.52071980856803,53.59705151556333,43.53161658956479,40.95918084077179
